Make,Model,Vehicle Type
VICTORY,ANSS KINGPIN,MOTORCYCLE
DUCATI,916,MOTORCYCLE
HARLEY DAVIDSON,DYNA WIDE GLIDE 105TH ANNIVERSARY,MOTORCYCLE
HYUNDAI,SCOUPE,PASSENGER CAR
NEW FLYER,TRANSIT BUS,BUS
PRO-ONE,CALIFORNIA VINTAGE,MOTORCYCLE
SUZUKI,GSX-R1100W,MOTORCYCLE
MORGAN,3 WHEELER,MOTORCYCLE
STERLING MOTOR CAR,827,PASSENGER CAR
VOLKSWAGEN,VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEV,PICKUP,INCOMPLETE VEHICLE
FORD,3500,INCOMPLETE VEHICLE
FORD,CW3,BUS
KAWASAKI,KL650,MOTORCYCLE
MV AGUSTA MOTOR,S3,MOTORCYCLE
VICTORY,JUDGE,MOTORCYCLE
DODGE,CAR,MULTIPURPOSE PASSENGER VEHICLE (MPV)
HONDA,CIV3D,PASSENGER CAR
MALON,1ST GENERATION,MOTORCYCLE
SUZUKI,VLR1800/VLR1800T,MOTORCYCLE
YAMAHA,YZ426F,MOTORCYCLE
AMERICAN IRONHORSE MOTORCYCLES,TEJAS,MOTORCYCLE
BMW,M8,PASSENGER CAR
DODG,3500QUAD,INCOMPLETE VEHICLE
FORD,ELDORADO,INCOMPLETE VEHICLE
HONDA,VTX1300TL/VTX,MOTORCYCLE
ISUZU,XR650L,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TRIUMPH,STREET CUP,MOTORCYCLE
BIG DOG MOTORCYCLES,RIDGEBACK,MOTORCYCLE
INTL,2000,INCOMPLETE VEHICLE
KAWASAKI,ER-6N,MOTORCYCLE
POLARIS,POLARIS,MOTORCYCLE
TOYOTA,AVALON,TRUCK
ATK,605 ENDURO,MOTORCYCLE
FORD,ECONOLINE E350,INCOMPLETE VEHICLE
BMW,R 850 R,MOTORCYCLE
YAMAHA,SCR950,MOTORCYCLE
YAMAHA,TW200T,MOTORCYCLE
GLOBAL MOTORSPORT GROUP,ASSEMBLE,MOTORCYCLE
BUELL,S3 THUNDERBOLT,MOTORCYCLE
C/K 2500,C30,INCOMPLETE VEHICLE
DATSUN,310,PASSENGER CAR
GENUINE SCOOTERS,BUDDY KICK,MOTORCYCLE
HONDA,XL200,MOTORCYCLE
HUSQVARNA,TE 450,MOTORCYCLE
MAZDA,B2PU,TRUCK
BMW,K 100 RT,MOTORCYCLE
CHEVY,EXPRESS,INCOMPLETE VEHICLE
HONDA,METROPOLITAN,MOTORCYCLE
SUZUKI,VS1400GLPK,MOTORCYCLE
YAMAHA,GTS1000AE,MOTORCYCLE
APRILIA,RSV 1000 R,MOTORCYCLE
GMC,STEP VAN,INCOMPLETE VEHICLE
MOTOR COACH INDUSTRIES,102EL3 INTERCITY/E4500,BUS
APRILIA,SPORT CITY 250,MOTORCYCLE
ATLAS,HARLEY,MOTORCYCLE
HARLEY DAVIDSON,XL1200S,MOTORCYCLE
MERCURY,MARAUDER,PASSENGER CAR
BLUBD,BLOODMBL,INCOMPLETE VEHICLE
BMW,F 800 S,MOTORCYCLE
DUCATI,DIAVEL/XDIAVEL,MOTORCYCLE
FORD,14VANCON,INCOMPLETE VEHICLE
HONDA,VTX1800F2/VTX1800F,MOTORCYCLE
SPART,MOTORHOME,INCOMPLETE VEHICLE
AMERICAN IRONHORSE MOTORCYCLES,SLAMMER,MOTORCYCLE
CHEV,GMT400,INCOMPLETE VEHICLE
CHEVR,BUS,INCOMPLETE VEHICLE
DODG,RAM2500,INCOMPLETE VEHICLE
DONGFANG,DF150STE,MOTORCYCLE
HARLEY DAVIDSON,ROCKER,MOTORCYCLE
HONDA,VTX1800N2 (VTX),MOTORCYCLE
INHA,ROAD RESCUE,INCOMPLETE VEHICLE
NAVI,AMBULANCE,INCOMPLETE VEHICLE
SUZUKI,DR-Z400SM,MOTORCYCLE
YAMAHA,YZ250,MOTORCYCLE
2000,FORD,INCOMPLETE VEHICLE
BMW,3 SERIES,PASSENGER CAR
HARLEY DAVIDSON,DYNA SUPER GLIDE 35TH ANNIVERSARY,MOTORCYCLE
KTM,790 ADV R,MOTORCYCLE
BOSS HOSS,BOSS HOSS,MOTORCYCLE
DODG,VANB250,INCOMPLETE VEHICLE
FORD,DUMP,INCOMPLETE VEHICLE
BMW,K 1100 RS,MOTORCYCLE
FERRARI,F430,PASSENGER CAR
NISS,PATHFINDER 4X4 CLOSED UTILITY,INCOMPLETE VEHICLE
BETA,X-TRAINER,MOTORCYCLE
BUELL,XB12X,MOTORCYCLE
FORD,PU,TRUCK
HARLEY DAVIDSON,FXS,MOTORCYCLE
ISUZU,STYLUS,PASSENGER CAR
KAWASAKI,ZL1000,MOTORCYCLE
SACIN,ST125/ST150/ST160,MOTORCYCLE
VOLKSWAGEN,TRANSPOR,MULTIPURPOSE PASSENGER VEHICLE (MPV)
AUDI,COUPE,PASSENGER CAR
DUCATI,RACE ONLY,MOTORCYCLE
HONDA,XR80R,MOTORCYCLE
YAMAHA,XTZ12E,MOTORCYCLE
ZHEJIANG TAIZHOU WANGYE POWER CO,WANGYE,MOTORCYCLE
CHEVR,FLATBED,INCOMPLETE VEHICLE
THMS,BUS,INCOMPLETE VEHICLE
DUCATI,900SSCR/900SSSP,MOTORCYCLE
DUCATI,SBE,MOTORCYCLE
GENUINE SCOOTERS,BUDDY 150,MOTORCYCLE
SUZUKI,SV650L8,MOTORCYCLE
YAMAHA,XVZ12,MOTORCYCLE
CHEV,KODIAK,INCOMPLETE VEHICLE
FIAT,X 1/9,PASSENGER CAR
NANCHANG AIRCRAFT MFG. CO,PITBULL,MOTORCYCLE
BMW,R 100,MOTORCYCLE
BUELL,S1 WHITE LIGHTNING,MOTORCYCLE
DODG,RAM VAN 1500 CONVERSION,INCOMPLETE VEHICLE
ELKC,BUS,INCOMPLETE VEHICLE
FORD,FORSTR,MULTIPURPOSE PASSENGER VEHICLE (MPV)
HONDA,VTX1800R2/VTX1800R,MOTORCYCLE
KIA,SELTOS,MULTIPURPOSE PASSENGER VEHICLE (MPV)
KYMCO,UXV,MOTORCYCLE
MOTO GUZZI,GRISO 1100,MOTORCYCLE
PONTIAC,SAFARI,PASSENGER CAR
HARLEY DAVIDSON,FXRP,MOTORCYCLE
HONDA,VTX1800S3/VTX1800S,MOTORCYCLE
LAND ROVER,VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MONAC,MONOCOQUE,INCOMPLETE VEHICLE
YAMAHA,XV1100 C VIRAGO 1100 SPL/XV1100S C VIRAGO 1100,MOTORCYCLE
HONDA,VTX1800R1/VTX1800R,MOTORCYCLE
BUELL,RSS1200,MOTORCYCLE
FORD,CONVERSION,INCOMPLETE VEHICLE
GLOBAL MOTORSPORT GROUP,1340 CC,MOTORCYCLE
MAZDA,MX5,PASSENGER CAR
SUZUKI,HAYABUSA(GSX1300RAL8),MOTORCYCLE
VICTORY,MAGNUM,MOTORCYCLE
BOURGET'S,LOW BLOW,MOTORCYCLE
BUELL,XB12XT,MOTORCYCLE
HONDA,FT500,MOTORCYCLE
KAWASAKI,KZ250,MOTORCYCLE
BAODIAO,15 LINES,MOTORCYCLE
FORD,DIAMOND,INCOMPLETE VEHICLE
FORD,GLAVAL,INCOMPLETE VEHICLE
MUZ OF NORTH AMERICA,CYCLE,MOTORCYCLE
YAMAHA,XT550K,MOTORCYCLE
CHEVROLET,S10PU,TRUCK
NISSAN,AXXESS,PASSENGER CAR
THMC,TUSCANY 36MQ,INCOMPLETE VEHICLE
CHEV,K35,INCOMPLETE VEHICLE
GILLIG,LOW FLOOR BUS,BUS
HARLEY DAVIDSON,XLH,MOTORCYCLE
FERRARI,ENZO,PASSENGER CAR
FORD,GRANADA,PASSENGER CAR
GMC,BOX,INCOMPLETE VEHICLE
HONDA,VF700S (SABRE),MOTORCYCLE
HYUNDAI,TIBCP,PASSENGER CAR
KAWASAKI,ZR-7,MOTORCYCLE
BADASS INDUSTRIES,BADASS INDUSTRIES,MOTORCYCLE
BMW,633 CSI,PASSENGER CAR
CHEV,GK3500,INCOMPLETE VEHICLE
CHEV,SERVICE BED,INCOMPLETE VEHICLE
FORD,MUSCV,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,TL1000RK,MOTORCYCLE
VICTORY,EMPULSE TT,MOTORCYCLE
AVANTI,AVANTI,PASSENGER CAR
YAMAHA,YZF1000R THUNDERACE,MOTORCYCLE
AMERICAN IRONHORSE MOTORCYCLES,ROADSTER/OUTLAW,MOTORCYCLE
AMERICAN IRONHORSE MOTORCYCLES,TEXAS CHOPPER,MOTORCYCLE
ASTON MARTIN,VANTAGE,PASSENGER CAR
AVANTI,2D,PASSENGER CAR
CHEVROLET,OPTRA,PASSENGER CAR
THOMAS BUILT,HDX,BUS
TOYOTA,CORONA,PASSENGER CAR
BUELL,S3-T THUNDERBOLT,MOTORCYCLE
FORD,THINK NEIGHBOR,PASSENGER CAR
CHRYSLER,GEOMETRO,MULTIPURPOSE PASSENGER VEHICLE (MPV)
ROKON,RANGER,MOTORCYCLE
SUZUKI,GSX-R1000L,MOTORCYCLE
HARLEY DAVIDSON,FXEF,MOTORCYCLE
FOREST RIVER,SANDPIPER TOWABLES,TRAILER
KAWASAKI,KLX300R,MOTORCYCLE
KYMCO,250S,MOTORCYCLE
MOTO GUZZI,V7 II RACER,MOTORCYCLE
BMW,M3CP,PASSENGER CAR
CHEVROLET,AVALPU,MULTIPURPOSE PASSENGER VEHICLE (MPV)
DODG,D3500,INCOMPLETE VEHICLE
INFI,M30,INCOMPLETE VEHICLE
MOTO GUZZI,V7 LL,MOTORCYCLE
DUCATI,HYPERSPORT (FAIRED SPORT BIKE),MOTORCYCLE
SPART,VAN,INCOMPLETE VEHICLE
ZHEJIANG XINGYUE VEHICLE CO,ZHEJIANG XINGYUE VEHICLE CO,MOTORCYCLE
BMW,3202D,PASSENGER CAR
HONDA,CIVIC EX,PASSENGER CAR
SUZUKI,AN650K,MOTORCYCLE
YAMAHA,VMX12 C V-MAX,MOTORCYCLE
HESS-SEXTON CORPORATION,HESS-SEXTON CORPORATION,MOTORCYCLE
HONDA,GL650,MOTORCYCLE
TAOTAO,CY50-A,MOTORCYCLE
HARLEY DAVIDSON,CVO SOFTAIL DEUCE,MOTORCYCLE
VICTORY,KINGPIN EIGHT BALL,MOTORCYCLE
APRILIA,ATLANTIC 200,MOTORCYCLE
BMW,C EVOLUTION,MOTORCYCLE
BMW,R 100 GSPD,MOTORCYCLE
HARLEY DAVIDSON,FLFBS ANX / 115TH ANNIVERSARY FAT BOY 114,MOTORCYCLE
HONDA,CM400,MOTORCYCLE
MASERATI,GRANSPORT,PASSENGER CAR
FORD,F750,INCOMPLETE VEHICLE
MERCEDES-BENZ,CLA,PASSENGER CAR
MOTO GUZZI,NORGE 1200,MOTORCYCLE
APRILIA,SCARABEO 250,MOTORCYCLE
BIG BEAR AMERICAN MADE CHOPPER DBA BIG BEAR CHOPPERS,THE SLED,MOTORCYCLE
BETA,RR4T,MOTORCYCLE
CHEV,SERVICE,INCOMPLETE VEHICLE
DODGE,2404D,MULTIPURPOSE PASSENGER VEHICLE (MPV)
SUZUKI,GSX1300RL/GSX1300RZL,MOTORCYCLE
FORD,ECONOLIE,INCOMPLETE VEHICLE
BENELLI Q.J. SRL,TORNADO,MOTORCYCLE
BUELL,XB12SS,MOTORCYCLE
DUCATI,PANIGALE V4 / PANIGALE V4S / PANIGALE V4 SPECIALE,MOTORCYCLE
ISUZU,NPR,INCOMPLETE VEHICLE
KAWASAKI,ZR-7S,MOTORCYCLE
REWACO SPEZIALFAHRZEUGE GMBH DBA REWACO,FIRST CLASSIC TRIKE SERIES OF REWACO,MOTORCYCLE
AM GENERAL,MV-1,PASSENGER CAR
BOSS HOSS,BHC-3 LS 300 BIKE,MOTORCYCLE
DUCATI,91907IE,MOTORCYCLE
EUROPE - ITALY,RS500R,MOTORCYCLE
FORD,ECONOLINE WAGON,INCOMPLETE VEHICLE
GILLIG,CITY TRANSIT BUS,BUS
HARLEY DAVIDSON,XL1200XS / FORTY-EIGHT SPECIAL,MOTORCYCLE
KYMCO,X-TOWN,MOTORCYCLE
SUZUKI,DR-Z400EK,MOTORCYCLE
ULTRA ACQUISITION CORPORATION,ULTRA ACQUISITION CORPORATION MOTORCYCLE,MOTORCYCLE
YAMAHA,XJ750K,MOTORCYCLE
CHEVY,2500,INCOMPLETE VEHICLE
FTWD,AMERICAN EAGLE,INCOMPLETE VEHICLE
SUZUKI,BURGMAN 650(AN650ZL8),MOTORCYCLE
TAOTAO,TBR,MOTORCYCLE
CHEVY,CUT,INCOMPLETE VEHICLE
MOTO GUZZI,V7 RACER,MOTORCYCLE
THUNDER MOUNTAIN CUSTOM CYCLES,GUNNISON,MOTORCYCLE
VENTO,VENTO,MOTORCYCLE
HONDA,ST1100A,MOTORCYCLE
SUZUKI,VL800BL/VL800CL/VL800L/VL800TL,MOTORCYCLE
CHNO,VANCONV,INCOMPLETE VEHICLE
HONDA,ACD4D,PASSENGER CAR
HONDA,VTX1800F1 (VTX),MOTORCYCLE
HUSQVARNA,SM,MOTORCYCLE
REWACO SPEZIALFAHRZEUGE GMBH DBA REWACO,REWACO SPEZIALFAHRZEUGE GMBH DBA REWACO,MOTORCYCLE
"TAIZHOU CITY KAITONG MOTORCYCLE MANUFACTURE CO.,LTD",MD50QT-5,MOTORCYCLE
YAMAHA,XT600W,MOTORCYCLE
FORD,SHUTTLE BUS,INCOMPLETE VEHICLE
BMW,L7,PASSENGER CAR
HONDA,INTERCEPTOR,MOTORCYCLE
MUZ OF NORTH AMERICA,SILVERSTAR,MOTORCYCLE
PORSCHE,918,PASSENGER CAR
YAMAHA,CP250 MORPHOUS,MOTORCYCLE
HONDA,CRV UTIL,MULTIPURPOSE PASSENGER VEHICLE (MPV)
INDIAN MOTORCYCLE,FTR 1200,MOTORCYCLE
PIAGGIO AND VESPA,TYPHOON,MOTORCYCLE
SUZUKI,2DHT,MULTIPURPOSE PASSENGER VEHICLE (MPV)
TAIWAN GOLDEN BEE,LASERR9I,MOTORCYCLE
YAMAHA,XT600EB,MOTORCYCLE
BMW,ALPINA,PASSENGER CAR
CLUB CAR,CR-V,LOW SPEED VEHICLE (LSV)
HUSQVARNA,VITPILEN 401,MOTORCYCLE
SUZUKI,GW250FL/GW250ZL,MOTORCYCLE
VICTORY,BOARDWALK,MOTORCYCLE
BMW,650I / B6,PASSENGER CAR
CHEVY,VANCONV,INCOMPLETE VEHICLE
DODG,3500 VAN,INCOMPLETE VEHICLE
HONDA,XR600R,MOTORCYCLE
LOTUS,ESPRIT,PASSENGER CAR
YAMAHA,YZ450F,MOTORCYCLE
CHAMP,BUS,INCOMPLETE VEHICLE
SUZUKI,VS750 INTRUDER,MOTORCYCLE
YAMAHA,FJ1200,MOTORCYCLE
GMC,C3PU,INCOMPLETE VEHICLE
MOTO GUZZI,V11B,MOTORCYCLE
SUBARU,XT6,PASSENGER CAR
HONDA,SILVERWING,MOTORCYCLE
DODG,RAM 5500 ST/SLT/LARAMIE,INCOMPLETE VEHICLE
0363,MFSAB,INCOMPLETE VEHICLE
BMW,840,PASSENGER CAR
GMC,SIERRA 3500  SC3,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FXRD,MOTORCYCLE
ROLLS ROYCE,WRAITH,PASSENGER CAR
SYM,LANCE CALI CLASSIC/LANCE HAVANA CLASSIC/LANCE PCH/LANCE CABO/LANCE SOHO 50,MOTORCYCLE
TOYOTA,RX350,MULTIPURPOSE PASSENGER VEHICLE (MPV)
YAMAHA,VMX12B,MOTORCYCLE
FERRARI,599,PASSENGER CAR
FERRARI,599 GTO,PASSENGER CAR
HONDA,XL80,MOTORCYCLE
KAWASAKI,Z900RS CAFE,MOTORCYCLE
YAMAHA,XC125,MOTORCYCLE
MOTO GUZZI,1100/CC,MOTORCYCLE
MV AGUSTA MOTOR,F6,MOTORCYCLE
FERRARI,458 SPECIALE,PASSENGER CAR
INDIAN MOTORCYCLE,SCOUT SIXTY ABS,MOTORCYCLE
SUZUKI,LS650P,MOTORCYCLE
YAMAHA,XP500 / TMAX,MOTORCYCLE
ASTON MARTIN,DB7,PASSENGER CAR
BUELL,1125R,MOTORCYCLE
CADI,CC,INCOMPLETE VEHICLE
INTL,BUS,INCOMPLETE VEHICLE
KTMMEX,ECONO,MOTORCYCLE
MOTO GUZZI,STELVIO 1200 4V,MOTORCYCLE
PIAGGIO AND VESPA,LT 150,MOTORCYCLE
APRILIA,CAPONORD,MOTORCYCLE
DUCATI,MONSTER 1200,MOTORCYCLE
GMC,C4500,INCOMPLETE VEHICLE
KTM,V-TWIN RC8 + RC8 R,MOTORCYCLE
SUZUKI,GSX1300RL,MOTORCYCLE
YAMAHA,MTT9 (TRACER 900),MOTORCYCLE
HUSQVARNA,TE 250,MOTORCYCLE
KAWASAKI,KZ550,MOTORCYCLE
NESS MOTORCYCLES,NESS MOTORCYCLES,MOTORCYCLE
NISS,QUESW,INCOMPLETE VEHICLE
NORTON MOTORCYCLES,961CR,MOTORCYCLE
CHONGQING HI-BIRD MOTORCYCLE,HIBIRD,MOTORCYCLE
DODGE,RAM,BUS
HONDA,NSS300A (FORZA),MOTORCYCLE
KYMCO,MP,MOTORCYCLE
MV AGUSTA MOTOR,BRUTALE,MOTORCYCLE
ROYAL ENFIELD,ENFLD,MOTORCYCLE
BUELL,X1 LIGHTNING,MOTORCYCLE
CHEVROLET,CHEYENNE,TRUCK
GENUINE SCOOTERS,BUDDY 170I,MOTORCYCLE
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC 100TH ANNIVERSARY / ELECTRA GLIDE CLASSIC,MOTORCYCLE
BUELL,XB12SCG,MOTORCYCLE
DODG,RAMSLT,INCOMPLETE VEHICLE
DONGFANG,DF250RTD,MOTORCYCLE
GMC,FOOD TRUCK,INCOMPLETE VEHICLE
HONDA,PS250 (BIG RUCKUS),MOTORCYCLE
HONDA,VF750S,MOTORCYCLE
KTMMEX,CLASSIC,MOTORCYCLE
BENELLI Q.J. SRL,TRE-K,MOTORCYCLE
GLOBAL MOTORSPORT GROUP,CYC,MOTORCYCLE
HONDA,VTX1800,MOTORCYCLE
MV AGUSTA MOTOR,B5,MOTORCYCLE
PIAGGIO AND VESPA,ET 2,MOTORCYCLE
MOTO GUZZI,V7 III SPECIAL,MOTORCYCLE
HONDA,VTX1800S3 (VTX),MOTORCYCLE
YAMAHA,CZD300-A (XMAX 300),MOTORCYCLE
HONDA,CB900,MOTORCYCLE
KYMCO,MOVIE,MOTORCYCLE
GMC,SIERRA  3500,INCOMPLETE VEHICLE
MUZ OF NORTH AMERICA,SKORPION,MOTORCYCLE
GLOBAL MOTORSPORT GROUP,1100CC,MOTORCYCLE
HARLEY DAVIDSON,FLHTCUL / ELECTRA GLIDE ULTRA CLASSIC LOW,MOTORCYCLE
MOTO GUZZI,CENTAURA,MOTORCYCLE
TAOTAO,POWERMAX (PMX),MOTORCYCLE
YAMAHA,XT250C,MOTORCYCLE
BAODIAO,2 LINES,MOTORCYCLE
ISU,NPREFI,INCOMPLETE VEHICLE
BAODIAO,8 LINES,MOTORCYCLE
FORD,F350 BOX TRUCK,INCOMPLETE VEHICLE
MOTO GUZZI,ELDORADO,MOTORCYCLE
ROKETA,BERMUDA,MOTORCYCLE
APRILIA,TUONO V4 1100 FACTORY,MOTORCYCLE
DODG,B25,INCOMPLETE VEHICLE
SUZUKI,BOULEVARD S40 (LS650BL9),MOTORCYCLE
TAOTAO,LANCER (EAGLE),MOTORCYCLE
THMS,SAF-T-LINER C2,INCOMPLETE VEHICLE
GMC,SCBUSEX,INCOMPLETE VEHICLE
HONDA,XL100S,MOTORCYCLE
ASTON MARTIN,DBAR 1,PASSENGER CAR
CHEV,GMT 3500,INCOMPLETE VEHICLE
CHEVR,SILVERAD,INCOMPLETE VEHICLE
CHEVROLET,TAHOE,TRUCK
DODG,CONVAN,INCOMPLETE VEHICLE
FERRARI,F12 SPECIAL SERIES,PASSENGER CAR
FORD,35 C AMB,INCOMPLETE VEHICLE
FORD,FAIRMONT,PASSENGER CAR
GLOBAL MOTORSPORT GROUP,BOBBER,MOTORCYCLE
HARLEY DAVIDSON,FLHTCI,MOTORCYCLE
HARLEY DAVIDSON,SCREAMIN' EAGLE ULTRA CLASSIC ELECTRA GLIDE,MOTORCYCLE
KAWASAKI,ZX-12R,MOTORCYCLE
LOTUS,HD/SPCN,PASSENGER CAR
SYM,WOLF CLASSIC 150,MOTORCYCLE
YAMAHA,XJ900RK,MOTORCYCLE
ADLY,THUNDERBIKE,MOTORCYCLE
CHEV,PASSENGER CONVERSION VAN G20,INCOMPLETE VEHICLE
FORD,STRCRAFT,INCOMPLETE VEHICLE
HONDA,CM250C,MOTORCYCLE
KYMCO,PEOPLE15,MOTORCYCLE
LINHAI,SCOOTER 300,MOTORCYCLE
KAWASAKI,KLX140,MOTORCYCLE
AUDI,80,PASSENGER CAR
BMW,R 100 RT,MOTORCYCLE
IVEC,120TA,INCOMPLETE VEHICLE
MOTO GUZZI,V11EV,MOTORCYCLE
ROYAL ALLOY,GRAND TOURER,MOTORCYCLE
KAWASAKI,ELIMINATOR 600,MOTORCYCLE
ZERO MOTORCYCLES,"FX, FXR, FXS, FXSR",MOTORCYCLE
SYM,T2 250I (SYMFIGHTER),MOTORCYCLE
ISUZU,IMPULSE,PASSENGER CAR
NDMC,UD2300,INCOMPLETE VEHICLE
SUZUKI,TL1000S,MOTORCYCLE
TOYOTA,CEL2D,PASSENGER CAR
VICTORY,VISION TOUR,MOTORCYCLE
APRILIA,SPORTCITY,MOTORCYCLE
GMC,BLUE BIRD,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FXSTSB,MOTORCYCLE
HARLEY DAVIDSON,XR1200,MOTORCYCLE
RAM,350,INCOMPLETE VEHICLE
THMS,FREIGHTLINER,INCOMPLETE VEHICLE
SUZUKI,DL1000XAAL9 (V-STROM 1000XT ADVENTURE),MOTORCYCLE
SUZUKI,SP200,MOTORCYCLE
FERRARI,F12 TDF (TOUR DE FRANCE),PASSENGER CAR
FRRV,FRRV - SUNSEEKER MOTORHOMES,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FLHTK SHRINE / ULTRA LIMITED SPECIAL EDITION,MOTORCYCLE
HONDA,VFR750R (RC30),MOTORCYCLE
KTMMEX,TOURING,MOTORCYCLE
VANDERHALL MOTOR WORKS,VENICE,MOTORCYCLE
CHEV,DUMP,INCOMPLETE VEHICLE
FORD,F45,INCOMPLETE VEHICLE
INDIAN MOTORCYCLE,ROADMASTER ELITE,MOTORCYCLE
ZNEN,150CC,MOTORCYCLE
CHEV,S10,INCOMPLETE VEHICLE
DODG,TRUCK,INCOMPLETE VEHICLE
FORD,CONVERSION VAN,INCOMPLETE VEHICLE
HONDA,VTX1800C1 (VTX),MOTORCYCLE
BLUI,EXPRESS G3500,INCOMPLETE VEHICLE
VECTRIX SP. Z.O.O.,VECTRIX,MOTORCYCLE
BETA,300 RR,MOTORCYCLE
DUCATI,MULTISTRADA,MOTORCYCLE
FORD,FLATBED TRUCK,INCOMPLETE VEHICLE
FORD,VANCON,INCOMPLETE VEHICLE
FRHT,FREIGHTL,INCOMPLETE VEHICLE
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC 103,MOTORCYCLE
HONDA,SHADOW VLX,MOTORCYCLE
ISUZU,NPREFI,INCOMPLETE VEHICLE
MITSUBISHI,DIAMANTE,TRUCK
OPTIMA,LOW FLOOR BUS,BUS
PIAGGIO AND VESPA,C801M,MOTORCYCLE
YAMAHA,XJ550K,MOTORCYCLE
CHEV,C15 EXTCB,INCOMPLETE VEHICLE
HONDA,NH80,MOTORCYCLE
HONDA,VTR1000S (RC51),MOTORCYCLE
HONDA,VTX1800C3 (VTX),MOTORCYCLE
LEXUS,LX470,MULTIPURPOSE PASSENGER VEHICLE (MPV)
WRKH,BOXTRK,INCOMPLETE VEHICLE
YAMAHA,TT-R125LW (ELECTRIC START)/TT-R125LE,MOTORCYCLE
HONDA,XL500,MOTORCYCLE
SENAR,BUS,INCOMPLETE VEHICLE
DODG,RAM4X4,INCOMPLETE VEHICLE
FLXIBLE,METRO,BUS
FORD,ECONOLINE/AMB,INCOMPLETE VEHICLE
HARLEY DAVIDSON,BLACKLINE 103,MOTORCYCLE
GMC,P6S042,INCOMPLETE VEHICLE
HARLEY DAVIDSON,XR1200X,MOTORCYCLE
HUSQVARNA,VITPILEN 701,MOTORCYCLE
SUZUKI,BOULEVARD C90 B.O.S.S. (VL1500BL9) / BOULEVARD C90T (VL1500TL9),MOTORCYCLE
DODG,2500VAN,INCOMPLETE VEHICLE
BUICK,ENCORE GX,MULTIPURPOSE PASSENGER VEHICLE (MPV)
HONDA,VTX1800F3/VTX1800F,MOTORCYCLE
KAWASAKI,SUPER SPORTS,MOTORCYCLE
SUZUKI,RF900R,MOTORCYCLE
YAMAHA,XJ1100J,MOTORCYCLE
ZHEJIANG TAIZHOU WANGYE POWER CO,ROADPOWER 125,MOTORCYCLE
BEAVR,40/MH,INCOMPLETE VEHICLE
CHEV,C2500,INCOMPLETE VEHICLE
DODG,CONVER,INCOMPLETE VEHICLE
AMERICAN IRONHORSE MOTORCYCLES,MC,MOTORCYCLE
CHEVROLET,K2PU,TRUCK
SUZUKI,SV650AL7,MOTORCYCLE
CHEV,CHEYENNE,INCOMPLETE VEHICLE
DUCATI,M620,MOTORCYCLE
SPYDER,ST,MOTORCYCLE
ACURA,1.2EL,PASSENGER CAR
CHEV,COLLINS SCHOOL BUS,INCOMPLETE VEHICLE
DODGE,VIPCP,PASSENGER CAR
FRHT,MEDIUM CONVENTIONAL,INCOMPLETE VEHICLE
HUSQVARNA,TE 630,MOTORCYCLE
WINN,MINNI,INCOMPLETE VEHICLE
BETA,350RR,MOTORCYCLE
SETRA,217BUS,BUS
CHEV,EXPRESS G3500 CUBE VAN,INCOMPLETE VEHICLE
CHEV,GK1,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FXSB,MOTORCYCLE
HONDA,TR200,MOTORCYCLE
HONDA,VR700FII,MOTORCYCLE
OLDS,CALCP,INCOMPLETE VEHICLE
MAZDA,B2000PU,TRUCK
SHANGHAI MEITIAN MOTORCYCLE COMPANY,MT800GK/GK-1/GK-2/GK-3,MOTORCYCLE
DODG,RAMPU 3500,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FLHTC ULTRA W/SHRINE,MOTORCYCLE
HONDA,CH80,MOTORCYCLE
DAMC,39/MH,INCOMPLETE VEHICLE
GLOBAL MOTORSPORT GROUP,FXR,MOTORCYCLE
SUZUKI,DR350,MOTORCYCLE
CHEV,C35,INCOMPLETE VEHICLE
FORD,UTILITY BOX,INCOMPLETE VEHICLE
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC 103 SHRINE,MOTORCYCLE
HUSQVARNA,TXC,MOTORCYCLE
MOTO GUZZI,STELVIO 1200,MOTORCYCLE
TIFF,PHAETON,INCOMPLETE VEHICLE
YAMAHA,MTN1000 (MT-10),MOTORCYCLE
YAMAHA,XJ550RK,MOTORCYCLE
YONGFU,YN50QT-21 / YN125-21 / YN150T-21 / YN250T-21 / YN300-21 ETC.,MOTORCYCLE
AMERICAN IRONHORSE MOTORCYCLES,ROADSTER,MOTORCYCLE
HONDA,AERO125,MOTORCYCLE
OLDSMOBILE,G1VAN,PASSENGER CAR
SUZUKI,DR250SE,MOTORCYCLE
TRIUMPH,SPEED TWIN,MOTORCYCLE
BOSS HOSS,BHC9,MOTORCYCLE
PLWY,EXCEL,INCOMPLETE VEHICLE
FORD,MOTORHOME,INCOMPLETE VEHICLE
KYMCO,SCTR50CC,MOTORCYCLE
SPYDER,F3-S,MOTORCYCLE
